mes,nom_usina,cod_razaorestricao,curtailment_mwh,generation_mwh,pct_curtailment,last_instante
2025-01,CONJ. MODELO,ENE,30.44,415.3905,0.073280443,1/26/2025 14:00
2025-01,CONJ. MODELO,NAN,0,2125.367,0,1/31/2025 23:30
2025-01,CONJ. MODELO,REL,4.814,93.742,0.051353716,1/31/2025 16:00
2025-01,CONJ. MONTE DO RONCA,CNF,1328.429,7890.0365,0.168367916,1/31/2025 20:00
2025-01,CONJ. MONTE DO RONCA,ENE,3910.49,7805.973,0.500961251,1/26/2025 15:00
2025-01,CONJ. MONTE DO RONCA,NAN,0,34020.8455,0,1/31/2025 23:30
2025-01,CONJ. MONTE DO RONCA,REL,1267.2265,2816.133,0.449988158,1/31/2025 16:00
2025-01,CONJ. MONTE VERDE,CNF,478.192,2375.5595,0.201296579,1/31/2025 20:00
2025-01,CONJ. MONTE VERDE,ENE,1302.4425,6852.918,0.19005663,1/26/2025 16:30
2025-01,CONJ. MONTE VERDE,NAN,0,12264.1275,0,1/31/2025 23:30
2025-01,CONJ. MONTE VERDE,REL,48.591,1897.034,0.025614196,1/31/2025 16:00
2025-01,CONJ. MORRO DO CHAPÉU SUL,ENE,0,0,0,1/26/2025 16:30
2025-01,CONJ. MORRO DO CHAPÉU SUL,NAN,0,0,0,1/31/2025 23:30
2025-01,CONJ. MORRO DO CHAPÉU SUL,REL,0,0,0,1/31/2025 21:30
2025-01,CONJ. MORRO DO CHAPÉU SUL II,ENE,1109.0005,6111.371,0.181465092,1/26/2025 16:30
2025-01,CONJ. MORRO DO CHAPÉU SUL II,NAN,0,63269.4415,0,1/31/2025 23:30
2025-01,CONJ. MORRO DO CHAPÉU SUL II,REL,333.674,1520.906,0.219391599,1/31/2025 16:00
2025-01,CONJ. MORRO DOS VENTOS,CNF,505.4965,3811.119,0.132637291,1/31/2025 20:00
2025-01,CONJ. MORRO DOS VENTOS,ENE,1743.3745,4475.213,0.389562352,1/26/2025 16:30
2025-01,CONJ. MORRO DOS VENTOS,NAN,0,15160.7865,0,1/31/2025 23:30
2025-01,CONJ. MORRO DOS VENTOS,REL,423.5885,1162.566,0.364356518,1/31/2025 16:00
2025-01,CONJ. MORRO DOS VENTOS II,CNF,97.942,524.064,0.186889388,1/31/2025 20:00
2025-01,CONJ. MORRO DOS VENTOS II,ENE,134.524,241.6705,0.556642205,1/26/2025 16:30
2025-01,CONJ. MORRO DOS VENTOS II,NAN,0,3788.882,0,1/31/2025 23:30
2025-01,CONJ. MORRO DOS VENTOS II,REL,306.647,773.602,0.396388582,1/31/2025 16:00
2025-01,CONJ. MORRÃO,ENE,432.4995,1010.094,0.428177477,1/26/2025 16:30
2025-01,CONJ. MORRÃO,NAN,0,9587.057,0,1/31/2025 3:30
2025-01,CONJ. MORRÃO,REL,4039.245,4454.1795,0.906843786,1/31/2025 23:30
2025-01,CONJ. MOSSORÓ II,CNF,135.942,267.769,0.507683862,1/3/2025 9:00
2025-01,CONJ. MOSSORÓ II,ENE,2756.536,12928.36,0.213216216,1/26/2025 14:30
2025-01,CONJ. MOSSORÓ II,NAN,0,85532.368,0,1/31/2025 23:30
2025-01,CONJ. MOSSORÓ II,REL,2568.1175,3573.9705,0.718561471,1/24/2025 9:30
2025-01,CONJ. MUNDO NOVO,CNF,379.0725,2701.1275,0.140338618,1/31/2025 20:00
2025-01,CONJ. MUNDO NOVO,ENE,1807.9315,3949.282,0.45778739,1/26/2025 14:00
2025-01,CONJ. MUNDO NOVO,NAN,0,17785.9445,0,1/31/2025 23:30
2025-01,CONJ. MUNDO NOVO,REL,242.3845,817.9595,0.296328241,1/25/2025 18:00
